# port,duration,pkt_size,rate,mbps,mpps,loss
1,60,512,43.0000,6017.3252,1.4806,41.5430
2,60,512,43.0000,10297.0794,2.5337,0.0462
3,60,512,43.0000,10296.5952,2.5336,0.0543
0,60,512,44.0000,6281.3648,1.5456,40.3485
1,60,512,44.0000,6108.3805,1.5030,41.9941
2,60,512,44.0000,10522.4352,2.5892,0.1025
3,60,512,44.0000,10526.8092,2.5903,0.0609
0,60,512,45.0000,6214.9084,1.5293,42.3145
1,60,512,45.0000,6087.4565,1.4979,43.4999
2,60,512,45.0000,10776.1892,2.6516,0.0454
3,60,512,45.0000,10773.4973,2.6510,0.0697
0,60,512,46.0000,6233.3912,1.5338,42.4239
1,60,512,46.0000,6021.2343,1.4816,44.3882
2,60,512,46.0000,10835.3827,2.6662,0.0618
3,60,512,46.0000,10829.5010,2.6647,0.0679
0,60,512,47.0000,6357.3054,1.5643,43.5013
1,60,512,47.0000,6184.2679,1.5217,45.0416
2,60,512,47.0000,11260.8434,2.7709,0.0679
3,60,512,47.0000,11252.2279,2.7688,0.0864
0,60,512,48.0000,6309.4541,1.5525,45.0677
1,60,512,48.0000,5941.8931,1.4621,48.2745
2,60,512,48.0000,11493.8417,2.8282,0.0572
3,60,512,48.0000,11252.7556,2.7689,2.0918
0,60,512,49.0000,6180.4294,1.5208,46.4108
1,60,512,49.0000,5945.0922,1.4629,48.4560
2,60,512,49.0000,11528.9287,2.8368,0.1291
3,60,512,49.0000,11061.1287,2.7217,4.1297
0,60,1024,1.0000,245.4267,0.0301,0.0000
1,60,1024,1.0000,245.4267,0.0301,0.0000
2,60,1024,1.0000,245.4271,0.0301,0.0000
3,60,1024,1.0000,245.4271,0.0301,0.0000
0,60,1024,2.0000,490.8447,0.0602,0.0000
1,60,1024,2.0000,490.8447,0.0602,0.0000
2,60,1024,2.0000,490.8451,0.0602,0.0000
3,60,1024,2.0000,490.8451,0.0602,0.0000
0,60,1024,3.0000,723.9726,0.0887,0.0000
1,60,1024,3.0000,723.9726,0.0887,0.0000
2,60,1024,3.0000,723.9731,0.0887,0.0000
3,60,1024,3.0000,723.9731,0.0887,0.0000
0,60,1024,4.0000,981.6720,0.1203,0.0000
1,60,1024,4.0000,981.6807,0.1203,0.0000
2,60,1024,4.0000,981.6810,0.1203,0.0000
3,60,1024,4.0000,981.6810,0.1203,0.0000
0,60,1024,5.0000,1227.0899,0.1504,0.0000
1,60,1024,5.0000,1227.0812,0.1504,0.0000
2,60,1024,5.0000,1227.0816,0.1504,0.0000
3,60,1024,5.0000,1227.0816,0.1504,0.0000
0,60,1024,6.0000,1447.9452,0.1774,0.0000
1,60,1024,6.0000,1447.9452,0.1774,0.0000
2,60,1024,6.0000,1447.7802,0.1774,0.0000
3,60,1024,6.0000,1447.9456,0.1774,0.0000
0,60,1024,7.0000,1717.8911,0.2105,0.0000
1,60,1024,7.0000,1717.8824,0.2105,0.0000
2,60,1024,7.0000,1717.9001,0.2105,0.0000
3,60,1024,7.0000,1717.8914,0.2105,0.0000
0,60,1024,8.0000,1963.3091,0.2406,0.0000
1,60,1024,8.0000,1963.0575,0.2406,0.0128
2,60,1024,8.0000,1963.3095,0.2406,0.0000
3,60,1024,8.0000,1963.3136,0.2406,0.0002
0,60,1024,9.0000,2171.8743,0.2662,0.0000
1,60,1024,9.0000,2171.8482,0.2662,0.0000
2,60,1024,9.0000,2171.8749,0.2662,0.0000
3,60,1024,9.0000,2171.8749,0.2662,0.0000
0,60,1024,10.0000,2454.1886,0.3008,0.0000
1,60,1024,10.0000,2454.1697,0.3008,0.0008
2,60,1024,10.0000,2454.1570,0.3008,0.0013
3,60,1024,10.0000,2454.1976,0.3008,0.0000
0,60,1024,11.0000,2699.5195,0.3308,0.0000
1,60,1024,11.0000,2699.5108,0.3308,0.0000
2,60,1024,11.0000,2699.4494,0.3308,0.0026
3,60,1024,11.0000,2699.5199,0.3308,0.0000
0,60,1024,12.0000,2895.6641,0.3549,0.0000
1,60,1024,12.0000,2895.6729,0.3549,0.0000
2,60,1024,12.0000,2895.6468,0.3549,0.0012
3,60,1024,12.0000,2895.6187,0.3549,0.0019
0,60,1024,13.0000,3190.2661,0.3910,0.0022
1,60,1024,13.0000,3190.3631,0.3910,0.0000
2,60,1024,13.0000,3190.3645,0.3910,0.0000
3,60,1024,13.0000,3190.2903,0.3910,0.0023
0,60,1024,14.0000,3435.2942,0.4210,0.0096
1,60,1024,14.0000,3435.6006,0.4210,0.0012
2,60,1024,14.0000,3435.6433,0.4210,0.0000
3,60,1024,14.0000,3435.6520,0.4210,0.0000
0,60,1024,15.0000,3619.3147,0.4435,0.0000
1,60,1024,15.0000,3619.3269,0.4435,0.0001
2,60,1024,15.0000,3619.3587,0.4435,0.0000
3,60,1024,15.0000,3619.3265,0.4435,0.0001
0,60,1024,16.0000,3926.2484,0.4812,0.0032
1,60,1024,16.0000,3925.7029,0.4811,0.0175
2,60,1024,16.0000,3926.3922,0.4812,0.0000
3,60,1024,16.0000,3926.3394,0.4812,0.0011
0,60,1024,17.0000,4171.7399,0.5112,0.0004
1,60,1024,17.0000,4171.6610,0.5112,0.0031
2,60,1024,17.0000,4171.7341,0.5112,0.0014
3,60,1024,17.0000,4171.7928,0.5112,0.0000
0,60,1024,18.0000,4343.2430,0.5323,0.0054
1,60,1024,18.0000,4342.7993,0.5322,0.0156
2,60,1024,18.0000,4343.3253,0.5323,0.0039
3,60,1024,18.0000,4343.4256,0.5323,0.0014
0,60,1024,19.0000,4662.0444,0.5713,0.0052
1,60,1024,19.0000,4661.8947,0.5713,0.0088
2,60,1024,19.0000,4661.6269,0.5713,0.0147
3,60,1024,19.0000,4662.3154,0.5714,0.0000
0,60,1024,20.0000,4907.0359,0.6014,0.0201
1,60,1024,20.0000,4906.9926,0.6013,0.0215
2,60,1024,20.0000,4907.9067,0.6015,0.0030
3,60,1024,20.0000,4908.0468,0.6015,0.0000
0,60,1024,21.0000,5066.6591,0.6209,0.0064
1,60,1024,21.0000,5066.9562,0.6210,0.0015
2,60,1024,21.0000,5066.4974,0.6209,0.0109
3,60,1024,21.0000,5067.0413,0.6210,0.0002
0,60,1024,22.0000,5398.2374,0.6615,0.0063
1,60,1024,22.0000,5397.2109,0.6614,0.0253
2,60,1024,22.0000,5397.2595,0.6614,0.0244
3,60,1024,22.0000,5398.5693,0.6616,0.0000
0,60,1024,23.0000,5642.9591,0.6915,0.0120
1,60,1024,23.0000,5642.5081,0.6915,0.0206
2,60,1024,23.0000,5643.6041,0.6916,0.0017
3,60,1024,23.0000,5643.5459,0.6916,0.0027
0,60,1024,24.0000,5789.9522,0.7096,0.0211
1,60,1024,24.0000,5789.9071,0.7095,0.0217
2,60,1024,24.0000,5791.0841,0.7097,0.0024
3,60,1024,24.0000,5791.2329,0.7097,0.0000
0,60,1024,25.0000,6133.8824,0.7517,0.0194
1,60,1024,25.0000,6134.7353,0.7518,0.0041
2,60,1024,25.0000,6134.2831,0.7518,0.0130
3,60,1024,25.0000,6134.7577,0.7518,0.0053
0,60,1024,26.0000,6377.8033,0.7816,0.0356
1,60,1024,26.0000,6380.1887,0.7819,0.0000
2,60,1024,26.0000,6380.4845,0.7819,0.0001
3,60,1024,26.0000,6380.4937,0.7819,0.0000
0,60,1024,27.0000,6512.6456,0.7981,0.0249
1,60,1024,27.0000,6512.8453,0.7981,0.0226
2,60,1024,27.0000,6513.6996,0.7982,0.0170
3,60,1024,27.0000,6514.3513,0.7983,0.0068
0,60,1024,28.0000,6867.1530,0.8416,0.0458
1,60,1024,28.0000,6868.3433,0.8417,0.0285
2,60,1024,28.0000,6869.1789,0.8418,0.0212
3,60,1024,28.0000,6870.4758,0.8420,0.0025
0,60,1024,29.0000,7108.7366,0.8712,0.0689
1,60,1024,29.0000,7111.7330,0.8715,0.0269
2,60,1024,29.0000,7115.0669,0.8719,0.0038
3,60,1024,29.0000,7115.1719,0.8720,0.0021
0,60,1024,30.0000,7230.0036,0.8860,0.0813
1,60,1024,30.0000,7233.4755,0.8865,0.0324
2,60,1024,30.0000,7238.1724,0.8870,0.0073
3,60,1024,30.0000,7238.5506,0.8871,0.0025
0,60,1024,31.0000,7599.0426,0.9313,0.0442
1,60,1024,31.0000,7601.0189,0.9315,0.0166
2,60,1024,31.0000,7606.2991,0.9321,0.0014
3,60,1024,31.0000,7605.6060,0.9321,0.0110
0,60,1024,32.0000,7843.1042,0.9612,0.0629
1,60,1024,32.0000,7845.2634,0.9614,0.0355
2,60,1024,32.0000,7852.8202,0.9624,0.0036
3,60,1024,32.0000,7852.5062,0.9623,0.0078
0,60,1024,33.0000,7951.0424,0.9744,0.0847
1,60,1024,33.0000,7952.9048,0.9746,0.0614
2,60,1024,33.0000,7963.3423,0.9759,0.0000
3,60,1024,33.0000,7963.0984,0.9759,0.0036
0,60,1024,34.0000,8329.8492,1.0208,0.0813
1,60,1024,34.0000,8329.2599,1.0207,0.0884
2,60,1024,34.0000,8341.5887,1.0223,0.0113
3,60,1024,34.0000,8339.4930,1.0220,0.0362
0,60,1024,35.0000,8576.5903,1.0511,0.0731
1,60,1024,35.0000,8578.9467,1.0513,0.0476
2,60,1024,35.0000,8585.3094,1.0521,0.0423
3,60,1024,35.0000,8588.1031,1.0525,0.0099
0,60,1024,36.0000,8816.7685,1.0805,0.1070
1,60,1024,36.0000,8820.4851,1.0809,0.0684
2,60,1024,36.0000,8830.5764,1.0822,0.0190
3,60,1024,36.0000,8832.2538,1.0824,0.0000
0,60,1024,37.0000,9065.5114,1.1110,0.0884
1,60,1024,37.0000,9068.8537,1.1114,0.0515
2,60,1024,37.0000,9076.3073,1.1123,0.0117
3,60,1024,37.0000,9077.3672,1.1124,0.0000
0,60,1024,38.0000,9153.4914,1.1218,0.1111
1,60,1024,38.0000,9156.1693,1.1221,0.0819
2,60,1024,38.0000,9164.3174,1.1231,0.0008
3,60,1024,38.0000,9162.6938,1.1229,0.0196
0,60,1024,39.0000,9547.1035,1.1700,0.2094
1,60,1024,39.0000,9549.6354,1.1703,0.1829
2,60,1024,39.0000,9562.3355,1.1719,0.0209
3,60,1024,39.0000,9563.8942,1.1720,0.0046
0,60,1024,40.0000,9779.8401,1.1985,0.3203
1,60,1024,40.0000,9785.7244,1.1992,0.2603
2,60,1024,40.0000,9805.5174,1.2017,0.0062
3,60,1024,40.0000,9805.6999,1.2017,0.0041
0,60,1024,41.0000,9814.1291,1.2027,0.7569
1,60,1024,41.0000,9883.9606,1.2113,0.0506
2,60,1024,41.0000,9881.2327,1.2109,0.0200
3,60,1024,41.0000,9882.8432,1.2111,0.0040
0,60,1024,42.0000,10294.1292,1.2615,0.0851
1,60,1024,42.0000,10262.4159,1.2576,0.3925
2,60,1024,42.0000,10296.0049,1.2618,0.0067
3,60,1024,42.0000,10296.6844,1.2618,0.0000
0,60,1024,43.0000,10532.9971,1.2908,0.1434
1,60,1024,43.0000,10539.3597,1.2916,0.0831
2,60,1024,43.0000,10537.7760,1.2914,0.0267
3,60,1024,43.0000,10540.2212,1.2917,0.0034
0,60,1024,44.0000,10518.0872,1.2890,0.9034
1,60,1024,44.0000,10552.5101,1.2932,0.5791
2,60,1024,44.0000,10604.2004,1.2995,0.0169
3,60,1024,44.0000,10603.1691,1.2994,0.0264
0,60,1024,45.0000,11025.9605,1.3512,0.1308
1,60,1024,45.0000,10961.7485,1.3434,0.7120
2,60,1024,45.0000,11031.3484,1.3519,0.0079
3,60,1024,45.0000,11031.5928,1.3519,0.0056
0,60,1024,46.0000,11265.5958,1.3806,0.1737
1,60,1024,46.0000,11271.8620,1.3814,0.1193
2,60,1024,46.0000,11274.2641,1.3817,0.0119
3,60,1024,46.0000,11275.0702,1.3817,0.0050
0,60,1024,47.0000,11083.5466,1.3583,2.2534
1,60,1024,47.0000,11321.9190,1.3875,0.1539
2,60,1024,47.0000,11328.1793,1.3883,0.0158
3,60,1024,47.0000,11326.8197,1.3881,0.0278
0,60,1024,48.0000,11715.8794,1.4358,0.5071
1,60,1024,48.0000,11741.3734,1.4389,0.2895
2,60,1024,48.0000,11767.3639,1.4421,0.0140
3,60,1024,48.0000,11766.9897,1.4420,0.0169
0,60,1024,49.0000,11792.5849,1.4452,1.8767
1,60,1024,49.0000,11962.2863,1.4660,0.4646
2,60,1024,49.0000,12008.5924,1.4716,0.0293
3,60,1024,49.0000,12009.1351,1.4717,0.0249
0,60,1024,50.0000,11726.1618,1.4370,2.7511
1,60,1024,50.0000,11705.0376,1.4344,2.9259
2,60,1024,50.0000,12054.3030,1.4772,0.0119
3,60,1024,50.0000,12052.0805,1.4770,0.0304
0,60,1024,51.0000,11990.4297,1.4694,4.1317
1,60,1024,51.0000,11795.1201,1.4455,5.6919
2,60,1024,51.0000,12502.9868,1.5322,0.0211
3,60,1024,51.0000,12502.2599,1.5321,0.0268
0,60,1024,52.0000,12388.0076,1.5181,2.8700
1,60,1024,52.0000,12326.0542,1.5105,3.3564
2,60,1024,52.0000,12750.0251,1.5625,0.0174
3,60,1024,52.0000,12744.4315,1.5618,0.0612
0,60,1024,53.0000,12436.1997,1.5240,2.7158
1,60,1024,53.0000,12238.7741,1.4998,4.2615
2,60,1024,53.0000,12778.2885,1.5660,0.0347
3,60,1024,53.0000,12778.2862,1.5660,0.0348
0,60,1024,54.0000,12596.9489,1.5437,4.8738
1,60,1024,54.0000,12210.8933,1.4964,7.7971
2,60,1024,54.0000,13233.9107,1.6218,0.0578
3,60,1024,54.0000,13235.0245,1.6219,0.0494
0,60,1024,55.0000,12381.4557,1.5173,8.1661
1,60,1024,55.0000,11842.7750,1.4513,12.1647
2,60,1024,55.0000,13478.4126,1.6518,0.0289
3,60,1024,55.0000,13479.3567,1.6519,0.0219
0,60,1024,56.0000,12310.9421,1.5087,8.8178
1,60,1024,56.0000,11799.9392,1.4461,12.6048
2,60,1024,56.0000,13494.4463,1.6537,0.0503
3,60,1024,56.0000,13492.4032,1.6535,0.0654
0,60,1024,57.0000,12430.4057,1.5233,11.0595
1,60,1024,57.0000,11894.9869,1.4577,14.8922
2,60,1024,57.0000,13966.7166,1.7116,0.0666
3,60,1024,57.0000,13970.2315,1.7120,0.0414
0,60,1024,58.0000,12516.9278,1.5339,11.9723
1,60,1024,58.0000,12015.8519,1.4725,15.4980
2,60,1024,58.0000,14211.7016,1.7416,0.0535
3,60,1024,58.0000,14215.6242,1.7421,0.0260
0,60,1024,59.0000,12370.2920,1.5160,13.0226
1,60,1024,59.0000,12265.8404,1.5032,13.7573
2,60,1024,59.0000,14211.4825,1.7416,0.0756
3,60,1024,59.0000,14215.8367,1.7421,0.0450
0,60,1024,60.0000,12356.7419,1.5143,16.0034
1,60,1024,60.0000,11915.0199,1.4602,19.0072
2,60,1024,60.0000,14707.6652,1.8024,0.0268
3,60,1024,60.0000,14706.2668,1.8022,0.0362
0,60,1024,61.0000,12338.5551,1.5121,17.5167
1,60,1024,61.0000,11909.7527,1.4595,20.3853
2,60,1024,61.0000,14944.1701,1.8314,0.0980
3,60,1024,61.0000,14949.6421,1.8321,0.0613
0,60,1024,62.0000,12204.6698,1.4957,18.3348
1,60,1024,62.0000,11695.5383,1.4333,21.7429
2,60,1024,62.0000,14938.3229,1.8307,0.0448
3,60,1024,62.0000,14937.0138,1.8305,0.0536
0,60,1024,63.0000,12449.1309,1.5256,19.4171
1,60,1024,63.0000,12172.3259,1.4917,21.2109
2,60,1024,63.0000,15438.8806,1.8920,0.0685
3,60,1024,63.0000,15442.4073,1.8925,0.0458
0,60,1024,64.0000,12717.7535,1.5585,18.9399
1,60,1024,64.0000,12119.6075,1.4852,22.7539
2,60,1024,64.0000,15679.6014,1.9215,0.0702
3,60,1024,64.0000,15681.5865,1.9218,0.0576
0,60,1024,65.0000,11599.2023,1.4215,25.9913
1,60,1024,65.0000,11280.5822,1.3824,28.0253
2,60,1024,65.0000,15659.2720,1.9190,0.0888
3,60,1024,65.0000,15668.6326,1.9202,0.0293
0,60,1024,66.0000,12574.1553,1.5410,22.2833
1,60,1024,66.0000,12096.2649,1.4824,25.2375
2,60,1024,66.0000,16161.1140,1.9805,0.1178
3,60,1024,66.0000,16175.3732,1.9823,0.0317
0,60,1024,67.0000,12598.8134,1.5440,23.3130
1,60,1024,67.0000,12058.2313,1.4777,26.6043
2,60,1024,67.0000,16423.7386,2.0127,0.0401
3,60,1024,67.0000,16419.3717,2.0122,0.0718
0,60,1024,68.0000,12436.0036,1.5240,24.1290
1,60,1024,68.0000,11863.4579,1.4539,27.6237
2,60,1024,68.0000,16378.1925,2.0071,0.0863
3,60,1024,68.0000,16384.9578,2.0080,0.0526
0,60,1024,69.0000,12322.3584,1.5101,27.1335
1,60,1024,69.0000,11875.4651,1.4553,29.7772
2,60,1024,69.0000,16897.0918,2.0707,0.0842
3,60,1024,69.0000,16908.0814,2.0721,0.0370
0,60,1024,70.0000,12286.1058,1.5057,28.4077
1,60,1024,70.0000,11727.2557,1.4372,31.6665
2,60,1024,70.0000,17141.7338,2.1007,0.1140
3,60,1024,70.0000,17157.3885,2.1026,0.0488
0,60,1024,71.0000,12074.3791,1.4797,29.4541
1,60,1024,71.0000,11738.7275,1.4386,31.4166
2,60,1024,71.0000,17103.0583,2.0960,0.0598
3,60,1024,71.0000,17106.7621,2.0964,0.0731
0,60,1024,72.0000,12324.1848,1.5103,30.1877
1,60,1024,72.0000,12337.5716,1.5120,30.1120
2,60,1024,72.0000,17632.9460,2.1609,0.1115
3,60,1024,72.0000,17645.6481,2.1625,0.0443
0,60,1024,73.0000,12724.8648,1.5594,28.8929
1,60,1024,73.0000,12396.8228,1.5192,30.7276
2,60,1024,73.0000,17877.9454,2.1909,0.0907
3,60,1024,73.0000,17873.1362,2.1903,0.1186
0,60,1024,74.0000,12196.9499,1.4947,31.6063
1,60,1024,74.0000,11674.5377,1.4307,34.5369
2,60,1024,74.0000,17808.2454,2.1824,0.1344
3,60,1024,74.0000,17822.2683,2.1841,0.0559
0,60,1024,75.0000,12256.2761,1.5020,33.3297
1,60,1024,75.0000,11867.2626,1.4543,35.4473
2,60,1024,75.0000,18374.5418,2.2518,0.0289
3,60,1024,75.0000,18363.5065,2.2504,0.0797
0,60,1024,76.0000,12087.1224,1.4813,35.1035
1,60,1024,76.0000,11777.6354,1.4433,36.7680
2,60,1024,76.0000,18595.6032,2.2789,0.1254
3,60,1024,76.0000,18576.7974,2.2766,0.1190
